dataset,window,lam1,lam2,truth_buf,stratified_point,stratified_ucb,ipw_point,ipw_ucb,naive_point,naive_ucb
gas,14,0.7,0.05,0.17433333333333334,0.15926972010178117,0.19213966856669756,0.2505091649694501,0.32712335839048173,0.1909368635437882,0.20745027720806797
gas,14,0.7,0.18,0.07166666666666667,0.05075572519083969,0.07605305936596643,0.08197556008146639,0.1334869060399819,0.04531568228105906,0.0545686660618986
gas,14,0.7,0.5,0.02,0.008908396946564886,0.02529686037944295,0.015274949083503055,0.04174659791157832,0.0015274949083503055,0.004174659791157833
gas,15,0.02,0.05,0.461,0.44100980392156863,0.4870883624207133,0.7031088082901554,0.8171814192144364,0.5632124352331607,0.5835793816363872
gas,15,0.02,0.18,0.461,0.44100980392156863,0.4870883624207133,0.7031088082901554,0.8171814192144364,0.5632124352331607,0.5835793816363872
gas,15,0.02,0.5,0.461,0.44100980392156863,0.4870883624207133,0.7031088082901554,0.8171814192144364,0.5632124352331607,0.5835793816363872
gas,15,0.08,0.05,0.2776666666666667,0.25405392156862744,0.2928440073113236,0.4119170984455959,0.5044625954306803,0.2766839378238342,0.29544464467103
gas,15,0.08,0.18,0.23533333333333334,0.2117205882352941,0.2502982108656279,0.3461139896373057,0.43061274395087845,0.21088082901554403,0.22812429783875454
gas,15,0.08,0.5,0.19933333333333333,0.17985294117647058,0.21729076353872384,0.2948186528497409,0.3732967342119759,0.17357512953367876,0.18968077397717092
gas,15,0.18,0.05,0.23966666666666667,0.21309803921568626,0.25121797476925944,0.34766839378238334,0.4363142843691177,0.21709844559585492,0.23450992959768663
gas,15,0.18,0.18,0.171,0.1444313725490196,0.18255507264034,0.24093264248704663,0.31543495247401104,0.11036269430051814,0.12389336422935052
gas,15,0.18,0.5,0.12566666666666668,0.10789705882352943,0.14404118019859874,0.18238341968911917,0.25091917996579505,0.06580310880829016,0.07673736483321907
gas,15,0.35,0.05,0.202,0.1875637254901961,0.22449886731851415,0.3062176165803109,0.3905478729485229,0.18963730569948187,0.20626148164581143
gas,15,0.35,0.18,0.11266666666666666,0.09469607843137255,0.12922201672506037,0.16010362694300515,0.22119383441351856,0.057512953367875645,0.06784495467349037
gas,15,0.35,0.5,0.059333333333333335,0.04433823529411765,0.0714138377620377,0.07772020725388601,0.12325435104765421,0.007772020725388601,0.012325435104765421
gas,15,0.7,0.05,0.18,0.1727843137254902,0.20723319048548455,0.28031088082901556,0.36177979454475373,0.18704663212435232,0.20358982876792472
gas,15,0.7,0.18,0.08566666666666667,0.07400490196078431,0.10455408110711495,0.12383419689119168,0.17898978594053594,0.0538860103626943,0.06393746094382488
gas,15,0.7,0.5,0.023666666666666666,0.014779411764705883,0.03357176187333246,0.025906735751295335,0.05707767960938765,0.0025906735751295338,0.005707767960938765
gas,16,0.02,0.05,0.4886666666666667,0.4896010498687664,0.5374407681680998,0.7767903815995817,0.896758181726004,0.5933089388395191,0.6135322562824416
gas,16,0.02,0.18,0.4886666666666667,0.4896010498687664,0.5374407681680998,0.7767903815995817,0.896758181726004,0.5933089388395191,0.6135322562824416
gas,16,0.02,0.5,0.4886666666666667,0.4896010498687664,0.5374407681680998,0.7767903815995817,0.896758181726004,0.5933089388395191,0.6135322562824416
gas,16,0.08,0.05,0.295,0.2914146981627297,0.33480327795355985,0.4657605854678515,0.5658332926405704,0.28698379508625194,0.30602066191590016
gas,16,0.08,0.18,0.253,0.24941469816272968,0.29340924680330605,0.39989545216936745,0.4917879323964336,0.2211186617877679,0.2387163159240308
gas,16,0.08,0.5,0.21533333333333332,0.21333595800524935,0.256133109069765,0.3423941453214846,0.4286569783778572,0.18243596445373758,0.19890925102812174
gas,16,0.18,0.05,0.25533333333333336,0.2482283464566929,0.29187733079210965,0.39780449555671715,0.49178655547617117,0.22373235755358076,0.2413982918794655
gas,16,0.18,0.18,0.193,0.18589501312335957,0.22964003288641271,0.30005227391531625,0.38241028573833324,0.12598013591217982,0.1403076881771616
gas,16,0.18,0.5,0.146,0.14514960629921259,0.18696267279968398,0.23523261892315733,0.30647253902931837,0.0799790904338735,0.0918968188719044
gas,16,0.35,0.05,0.205,0.20344356955380577,0.2451044000722151,0.3261892315734448,0.4113513440033932,0.18034500784108728,0.19675020815125946
gas,16,0.35,0.18,0.12433333333333334,0.1224041994750656,0.16227195936370645,0.19864087820177725,0.2650534763924438,0.06220595922634605,0.07293547726524979
gas,16,0.35,0.5,0.06933333333333333,0.06691338582677166,0.09946627957144732,0.1097752221641401,0.16206652595930798,0.01097752221641401,0.0162066525959308
gas,16,0.7,0.05,0.18033333333333335,0.18432545931758532,0.2233723421201922,0.2948248823836906,0.37660715409242473,0.17720857292211187,0.19351019712249706
gas,16,0.7,0.18,0.09433333333333334,0.09691338582677166,0.13294678609128807,0.15682174594877155,0.2171156435067654,0.05802404600104548,0.06844387164118397
gas,16,0.7,0.5,0.027,0.022304461942257214,0.044632959643724227,0.03659174072138003,0.07161554714428213,0.0036591740721380033,0.007161554714428213
gas,17,0.02,0.05,0.5036666666666667,0.5002977099236641,0.5478891319417274,0.7993730407523509,0.9184943172251542,0.6065830721003135,0.626673082572913
gas,17,0.02,0.18,0.5036666666666667,0.5002977099236641,0.5478891319417274,0.7993730407523509,0.9184943172251542,0.6065830721003135,0.626673082572913
gas,17,0.02,0.5,0.5036666666666667,0.5002977099236641,0.5478891319417274,0.7993730407523509,0.9184943172251542,0.6065830721003135,0.626673082572913
gas,17,0.08,0.05,0.3,0.2935343511450382,0.336699493035728,0.47492163009404387,0.5712101496872857,0.28683385579937304,0.30586316368796607
gas,17,0.08,0.18,0.263,0.2565343511450382,0.3002515923872627,0.4169278996865204,0.5086573448300735,0.22884012539184953,0.24663104233696914
gas,17,0.08,0.5,0.22666666666666666,0.22348091603053435,0.26609317419147366,0.3636363636363636,0.45143716985529114,0.19435736677115986,0.2111981879207408
gas,17,0.18,0.05,0.257,0.24743765903307888,0.29091080286686916,0.4022988505747126,0.4915322380504389,0.21891327063740856,0.236448272019469
gas,17,0.18,0.18,0.20466666666666666,0.19510432569974553,0.2386959103272139,0.3202716823406478,0.4053658821241483,0.13688610240334378,0.15168103304776281
gas,17,0.18,0.5,0.15866666666666668,0.1567175572519084,0.19862521866617833,0.2586206896551724,0.3356356456361968,0.09404388714733543,0.1067807846308502
gas,17,0.35,0.05,0.19633333333333333,0.19795419847328244,0.23992714789667513,0.3228840125391849,0.40536194983694623,0.16300940438871472,0.17881648443335652
gas,17,0.35,0.18,0.126,0.12433078880407124,0.1641063656088268,0.20637408568443052,0.2767878141771913,0.06060606060606061,0.07121591856985382
gas,17,0.35,0.5,0.071,0.06812722646310432,0.10042644599681455,0.11494252873563218,0.16816807889390273,0.011494252873563218,0.016816807889390273
gas,17,0.7,0.05,0.17366666666666666,0.17937404580152672,0.21897899727257877,0.2915360501567398,0.37060545679170126,0.15987460815047022,0.1755678302442018
gas,17,0.7,0.18,0.09733333333333333,0.09646055979643765,0.13216485420724777,0.1593521421107628,0.22303721249539527,0.05590386624869383,0.06615896932508256
gas,17,0.7,0.5,0.027,0.02167684478371501,0.04343341497672365,0.03657262277951933,0.07157749267705679,0.0036572622779519333,0.00715774926770568
gas,18,0.02,0.05,0.4776666666666667,0.4688253968253968,0.5168273317819079,0.7424083769633508,0.859168296334631,0.5869109947643979,0.6072066332033169
gas,18,0.02,0.18,0.4776666666666667,0.4688253968253968,0.5168273317819079,0.7424083769633508,0.859168296334631,0.5869109947643979,0.6072066332033169
gas,18,0.02,0.5,0.4776666666666667,0.4688253968253968,0.5168273317819079,0.7424083769633508,0.859168296334631,0.5869109947643979,0.6072066332033169
gas,18,0.08,0.05,0.2853333333333333,0.27582539682539686,0.3177707635564686,0.4392670157068063,0.5325606061525994,0.2837696335078534,0.3027639019551702
gas,18,0.08,0.18,0.25,0.24049206349206348,0.2829694442844339,0.3837696335078534,0.4753579329445724,0.22827225130890053,0.24606817355330704
gas,18,0.08,0.5,0.22233333333333333,0.2156243386243386,0.25662977159916667,0.343979057591623,0.42932528151267474,0.20732984293193718,0.22456775185949515
gas,18,0.18,0.05,0.23566666666666666,0.2226084656084656,0.26484887541656016,0.35549738219895294,0.44086136992689207,0.20471204188481676,0.22187566807132741
gas,18,0.18,0.18,0.18666666666666668,0.1736084656084656,0.2158749072138077,0.2785340314136125,0.35972116280600663,0.12774869109947645,0.1427135587362719
gas,18,0.18,0.5,0.149,0.14274074074074075,0.183120477927768,0.22931937172774866,0.30104969883464383,0.09738219895287958,0.11031663105749959
gas,18,0.35,0.05,0.17133333333333334,0.17162433862433862,0.21273123145992118,0.27486910994764396,0.35387949169618294,0.1382198952879581,0.15308647655067645
gas,18,0.35,0.18,0.10733333333333334,0.10397354497354497,0.1422960060453728,0.16806282722513086,0.23555462922101242,0.04554973821989529,0.05496520596649009
gas,18,0.35,0.5,0.059,0.05468783068783068,0.08515581719067487,0.08900523560209424,0.1372475349466214,0.008900523560209424,0.01372475349466214
gas,18,0.7,0.05,0.158,0.16197354497354496,0.2017496173415642,0.25916230366492143,0.33633090064163623,0.13664921465968585,0.15145067594438322
gas,18,0.7,0.18,0.08833333333333333,0.08788888888888888,0.12369011154094645,0.14188481675392667,0.20532567488585465,0.04293193717277487,0.052114926083549784
gas,18,0.7,0.5,0.021666666666666667,0.0193015873015873,0.040752298295139947,0.031413612565445025,0.06477292045872873,0.0031413612565445027,0.006477292045872873
gas,19,0.02,0.05,0.473,0.4653888888888889,0.5132824566663773,0.749602964531498,0.8686628690025929,0.5876124933827422,0.608015248231499
gas,19,0.02,0.18,0.473,0.4653888888888889,0.5132824566663773,0.749602964531498,0.8686628690025929,0.5876124933827422,0.608015248231499
gas,19,0.02,0.5,0.473,0.4653888888888889,0.5132824566663773,0.749602964531498,0.8686628690025929,0.5876124933827422,0.608015248231499
gas,19,0.08,0.05,0.29233333333333333,0.2833888888888889,0.3247046658377991,0.46056114346214927,0.5557302774860468,0.29857067231339335,0.31793299978406675
gas,19,0.08,0.18,0.25733333333333336,0.24838888888888888,0.2903142556322988,0.40497617787188983,0.4980095938565933,0.24298570672313394,0.26124081023475243
gas,19,0.08,0.5,0.22866666666666666,0.2186944444444444,0.25882916134023437,0.3562731604023293,0.4457413293243781,0.21810481736368448,0.23573850083439485
gas,19,0.18,0.05,0.24033333333333334,0.2303888888888889,0.2725301409507458,0.3763896241397564,0.46901188128962584,0.21439915299100054,0.2319328526203566
gas,19,0.18,0.18,0.19366666666666665,0.18372222222222223,0.2260113458884612,0.3022763366860773,0.38725127891108363,0.14028586553732134,0.15532505808840863
gas,19,0.18,0.5,0.155,0.14769444444444443,0.18781711194228098,0.24351508734780306,0.31630426187752536,0.10534674430915829,0.11877794200115699
gas,19,0.35,0.05,0.17266666666666666,0.1761111111111111,0.21764157659800243,0.2895712016940179,0.3696011906265896,0.13710958178930652,0.15201671291369495
gas,19,0.35,0.18,0.11366666666666667,0.11336111111111111,0.15240345659581478,0.18898888300688194,0.25634639360337996,0.05082053996823716,0.060741620444948546
gas,19,0.35,0.5,0.064,0.059638888888888894,0.09065098014347953,0.10058231868713605,0.15149666305065407,0.010058231868713605,0.015149666305065408
gas,19,0.7,0.05,0.15966666666666668,0.16355555555555557,0.20344380655303773,0.2683959767072525,0.34597402353524026,0.13499205929062996,0.1498095571458371
gas,19,0.7,0.18,0.09333333333333334,0.09138888888888888,0.12713687044703928,0.15193223928004235,0.21373999945507782,0.047114875595553204,0.056723914239821815
gas,19,0.7,0.5,0.024666666666666667,0.018833333333333334,0.039793310166599094,0.03176283748014822,0.06549172833080705,0.0031762837480148226,0.006549172833080706
